INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
50621202	5	6	21	202	Gemzhuoke_8	1	#cff9900蓝冥晶石(6级·2级)	琢刻了纯净蓝晶石后的蓝冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	32	2004	1
50621203	5	6	21	203	Gemzhuoke_8	1	#cff9900蓝冥晶石(6级·3级)	琢刻了纯净蓝晶石后的蓝冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	32	2004	1
50621204	5	6	21	204	Gemzhuoke_8	1	#cff9900蓝冥晶石(6级·4级)	琢刻了纯净蓝晶石后的蓝冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	32	2004	1
50621205	5	6	21	205	Gemzhuoke_8	1	#cff9900蓝冥晶石(6级·5级)	琢刻了纯净蓝晶石后的蓝冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	32	2004	1
50621206	5	6	21	206	Gemzhuoke_8	1	#cff9900蓝冥晶石(6级·6级)	琢刻了纯净蓝晶石后的蓝冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	32	2004	1
50621301	5	6	21	301	Gemzhuoke_2	1	#cff9900红冥晶石(6级·1级)	琢刻了纯净红晶石后的红冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	33	2004	1
50621302	5	6	21	302	Gemzhuoke_2	1	#cff9900红冥晶石(6级·2级)	琢刻了纯净红晶石后的红冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	33	2004	1
50621303	5	6	21	303	Gemzhuoke_2	1	#cff9900红冥晶石(6级·3级)	琢刻了纯净红晶石后的红冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	33	2004	1
50621304	5	6	21	304	Gemzhuoke_2	1	#cff9900红冥晶石(6级·4级)	琢刻了纯净红晶石后的红冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	33	2004	1
50621305	5	6	21	305	Gemzhuoke_2	1	#cff9900红冥晶石(6级·5级)	琢刻了纯净红晶石后的红冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	33	2004	1
50621306	5	6	21	306	Gemzhuoke_2	1	#cff9900红冥晶石(6级·6级)	琢刻了纯净红晶石后的红冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	33	2004	1
50621401	5	6	21	401	Gemzhuoke_11	1	#cff9900绿冥晶石(6级·1级)	琢刻了纯净绿晶石后的绿冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	34	2004	1
50621402	5	6	21	402	Gemzhuoke_11	1	#cff9900绿冥晶石(6级·2级)	琢刻了纯净绿晶石后的绿冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	34	2004	1
50621403	5	6	21	403	Gemzhuoke_11	1	#cff9900绿冥晶石(6级·3级)	琢刻了纯净绿晶石后的绿冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	34	2004	1
50621404	5	6	21	404	Gemzhuoke_11	1	#cff9900绿冥晶石(6级·4级)	琢刻了纯净绿晶石后的绿冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	34	2004	1
50621405	5	6	21	405	Gemzhuoke_11	1	#cff9900绿冥晶石(6级·5级)	琢刻了纯净绿晶石后的绿冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	34	2004	1
50621406	5	6	21	406	Gemzhuoke_11	1	#cff9900绿冥晶石(6级·6级)	琢刻了纯净绿晶石后的绿冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	胜利宝石	34	2004	1
																																																																															
50701001	5	7	1	1	Gem6_2_4	1	猫眼石(7级)	象猫眼一样的宝石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G希望宝石	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2596	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	希望宝石	1	2004	1
50701002	5	7	1	2	Gem6_1_1	1	虎眼石(7级)	象虎眼一样的宝石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G希望宝石	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2596	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	希望宝石	2	2004	1
50702001	5	7	2	1	Gem6_1_3	1	黄晶石(7级)	黄色的晶石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G智慧宝石#W#r可在#G洛阳（179，182）#R宝石工匠彭怀玉#W处使用#G7级宝石雕琢符#W提升宝石属性。#r#cff9900本宝石只能雕琢一次。	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	智慧宝石	3	2004	1
50702002	5	7	2	2	Gem6_1_4	1	蓝晶石(7级)	蓝色的晶石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G智慧宝石#W#r可在#G洛阳（179，182）#R宝石工匠彭怀玉#W处使用#G7级宝石雕琢符#W提升宝石属性。#r#cff9900本宝石只能雕琢一次。	150000	1000	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	智慧宝石	4	2004	1
50702003	5	7	2	3	Gem6_1_5	1	红晶石(7级)	红色的晶石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G智慧宝石#W#r可在#G洛阳（179，182）#R宝石工匠彭怀玉#W处使用#G7级宝石雕琢符#W提升宝石属性。#r#cff9900本宝石只能雕琢一次。	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	智慧宝石	5	2004	1
50702004	5	7	2	4	Gem6_1_6	1	绿晶石(7级)	绿色的晶石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G智慧宝石#W#r可在#G洛阳（179，182）#R宝石工匠彭怀玉#W处使用#G7级宝石雕琢符#W提升宝石属性。#r#cff9900本宝石只能雕琢一次。	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	智慧宝石	6	2004	1
50702005	5	7	2	5	Gem6_2_5	1	纯净黄晶石(7级)	纯净的黄晶石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G智慧宝石#r#cff9900雕琢过的宝石不能再雕琢。#r#W使用三颗此种宝石，和一个#G宝石熔炼符#W，能够熔炼成一颗对应的同等级胜利宝石。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	智慧宝石	14	2004	1
50702006	5	7	2	6	Gem6_2_9	1	纯净蓝晶石(7级)	纯净的蓝晶石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G智慧宝石#r#cff9900雕琢过的宝石不能再雕琢。#r#W使用三颗此种宝石，和一个#G宝石熔炼符#W，能够熔炼成一颗对应的同等级胜利宝石。	300000	2000	-1	-1	-1	-1	-1	-1	230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	智慧宝石	15	2004	1
50702007	5	7	2	7	Gem6_2_13	1	纯净红晶石(7级)	纯净的红晶石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G智慧宝石#r#cff9900雕琢过的宝石不能再雕琢。#r#W使用三颗此种宝石，和一个#G宝石熔炼符#W，能够熔炼成一颗对应的同等级胜利宝石。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	智慧宝石	16	2004	1
50702008	5	7	2	8	Gem6_2_6	1	纯净绿晶石(7级)	纯净的绿晶石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G智慧宝石#r#cff9900雕琢过的宝石不能再雕琢。#r#W使用三颗此种宝石，和一个#G宝石熔炼符#W，能够熔炼成一颗对应的同等级胜利宝石。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	智慧宝石	17	2004	1
50703001	5	7	3	1	Gem6_1_2	1	紫玉(7级)	紫色玉石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G玄微宝石	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2889	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	玄微宝石	7	2004	1
50704002	5	7	4	2	Gem6_1_8	1	变石(7级)	在阳光下呈绿色，在烛光下呈红色，可变色的宝石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G幻冥宝石	250000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	幻冥宝石	8	2004	1
50711001	5	7	11	1	Gem6_1_9	1	石榴石(7级)	因其外形酷似成熟的石榴籽而得名的宝石，可以镶嵌在防御性装备(衣服、手套、帽子、护肩、鞋、腰带、项链、暗器)上，使用后不可再镶嵌同类宝石。#r#G生命宝石	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2584	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	生命宝石	7	2004	1
50711002	5	7	11	2	Gem6_1_12	1	尖晶石(7级)	颜色繁多且艳丽的宝石，可以镶嵌在防御性装备(衣服、手套、帽子、护肩、鞋、腰带、项链、暗器)上，使用后不可再镶嵌同类宝石。#r#G生命宝石	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2584	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	生命宝石	11	2004	1
