INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30302479	3	3	2	479	PeiFang_1	戒律手图样	116级皮质手套图样。#r#c00FF00（右键点击即可学习）	1	26000	6500	9	1	713501	55	1	47	1	-1	4	配方	1	911	2005	-1	0
30302480	3	3	2	480	PeiFang_1	血影手图样	106级铁质手套图样。#r#c00FF00（右键点击即可学习）	1	22000	5500	9	1	713501	55	1	47	1	-1	4	配方	1	912	2005	-1	0
30302481	3	3	2	481	PeiFang_1	轩辕手图样	116级铁质手套图样。#r#c00FF00（右键点击即可学习）	1	26000	6500	9	1	713501	55	1	47	1	-1	4	配方	1	913	2005	-1	0
30302482	3	3	2	482	PeiFang_1	狮王锦袍图样	108级布质衣服图样。#r#c00FF00（右键点击即可学习）	1	22000	5500	9	1	713501	55	1	47	1	-1	4	配方	1	914	2005	-1	0
30302483	3	3	2	483	PeiFang_1	高昌袍图样	118级布质衣服图样。#r#c00FF00（右键点击即可学习）	1	26000	6500	9	1	713501	55	1	47	1	-1	4	配方	1	915	2005	-1	0
30302484	3	3	2	484	PeiFang_1	沼泽裘图样	108级皮质衣服图样。#r#c00FF00（右键点击即可学习）	1	22000	5500	9	1	713501	55	1	47	1	-1	4	配方	1	916	2005	-1	0
30302485	3	3	2	485	PeiFang_1	生机裘图样	118级皮质衣服图样。#r#c00FF00（右键点击即可学习）	1	26000	6500	9	1	713501	55	1	47	1	-1	4	配方	1	917	2005	-1	0
30302486	3	3	2	486	PeiFang_1	重华铠图样	108级铁质衣服图样。#r#c00FF00（右键点击即可学习）	1	22000	5500	9	1	713501	55	1	47	1	-1	4	配方	1	918	2005	-1	0
30302487	3	3	2	487	PeiFang_1	烽燧铠图样	118级铁质衣服图样。#r#c00FF00（右键点击即可学习）	1	26000	6500	9	1	713501	55	1	47	1	-1	4	配方	1	919	2005	-1	0
30302488	3	3	2	488	PeiFang_1	侍佛图样	106级护腕图样。#r#c00FF00（右键点击即可学习）	1	22000	5500	9	1	713501	55	1	47	1	-1	4	配方	1	920	2005	-1	0
30302489	3	3	2	489	PeiFang_1	归宿图样	116级护腕图样。#r#c00FF00（右键点击即可学习）	1	26000	6500	9	1	713501	55	1	47	1	-1	4	配方	1	921	2005	-1	0
30302490	3	3	2	490	PeiFang_1	白石肩图样	108级护肩图样。#r#c00FF00（右键点击即可学习）	1	22000	5500	9	1	713501	55	1	47	1	-1	4	配方	1	922	2005	-1	0
30302491	3	3	2	491	PeiFang_1	日月肩图样	118级护肩图样。#r#c00FF00（右键点击即可学习）	1	26000	6500	9	1	713501	55	1	47	1	-1	4	配方	1	923	2005	-1	0
30302492	3	3	2	492	PeiFang_1	曼殊沙华图样	108级项炼图样。#r#c00FF00（右键点击即可学习）	1	22000	5500	9	1	713501	55	1	45	1	-1	4	配方	1	924	2005	-1	0
30302493	3	3	2	493	PeiFang_1	泣露链图样	118级项炼图样。#r#c00FF00（右键点击即可学习）	1	26000	6500	9	1	713501	55	1	45	1	-1	4	配方	1	925	2005	-1	0
30302494	3	3	2	494	PeiFang_1	示骨带图样	102级腰带图样。#r#c00FF00（右键点击即可学习）	1	22000	5500	9	1	713501	55	1	47	1	-1	4	配方	1	926	2005	-1	0
30302495	3	3	2	495	PeiFang_1	谪仙带图样	112级腰带图样。#r#c00FF00（右键点击即可学习）	1	26000	6500	9	1	713501	55	1	47	1	-1	4	配方	1	927	2005	-1	0
30302496	3	3	2	496	PeiFang_1	彼岸图样	105级戒指图样。#r#c00FF00（右键点击即可学习）	1	22000	5500	9	1	713501	55	1	45	1	-1	4	配方	1	928	2005	-1	0
30302497	3	3	2	497	PeiFang_1	吉祥夜图样	115级戒指图样。#r#c00FF00（右键点击即可学习）	1	26000	6500	9	1	713501	55	1	45	1	-1	4	配方	1	929	2005	-1	0
30302498	3	3	2	498	PeiFang_1	乌德护符图样	105级护符图样。#r#c00FF00（右键点击即可学习）	1	22000	5500	9	1	713501	55	1	45	1	-1	4	配方	1	930	2005	-1	0
30302499	3	3	2	499	PeiFang_1	鹰翔纹章图样	115级护符图样。#r#c00FF01（右键点击即可学习）	1	26000	6500	9	1	713501	55	1	45	1	-1	4	配方	1	931	2005	-1	0
30302500	3	3	2	500	PeiFang_7	大夏龙雀图样	神器配方，可习得铸造#Y神器：大夏龙雀#W之法。#r附带吸血技能，适合明教弟子学习。#r#c00FF00（右键点击即可学习）  	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	980	2005	-1	0
30302501	3	3	2	501	PeiFang_8	大夏龙雀图样	神器配方，可习得铸造#Y神器：大夏龙雀#W之法。#r附带减速技能，适合明教弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	981	2005	-1	0
30302502	3	3	2	502	PeiFang_9	大夏龙雀图样	神器配方，可习得铸造#Y神器：大夏龙雀#W之法。#r附带破绽技能，适合明教弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	982	2005	-1	0
30302503	3	3	2	503	PeiFang_7	大商尘影图样	神器配方，可习得铸造#Y神器：大商尘影#W之法。#r附带吸血技能，适合武当弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	983	2005	-1	0
30302504	3	3	2	504	PeiFang_8	大商尘影图样	神器配方，可习得铸造#Y神器：大商尘影#W之法。#r附带吸气技能，适合武当弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	984	2005	-1	0
30302505	3	3	2	505	PeiFang_9	大商尘影图样	神器配方，可习得铸造#Y神器：大商尘影#W之法。#r附带破绽技能，适合武当弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	985	2005	-1	0
30302506	3	3	2	506	PeiFang_7	大周岚夜图样	神器配方，可习得铸造#Y神器：大周岚夜#W之法。#r附带吸血技能，适合峨嵋弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	986	2005	-1	0
30302507	3	3	2	507	PeiFang_8	大周岚夜图样	神器配方，可习得铸造#Y神器：大周岚夜#W之法。#r附带虚弱技能，适合峨嵋弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	987	2005	-1	0
30302508	3	3	2	508	PeiFang_9	大周岚夜图样	神器配方，可习得铸造#Y神器：大周岚夜#W之法。#r附带破绽技能，适合峨嵋弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	988	2005	-1	0
30302509	3	3	2	509	PeiFang_7	大秦锋镝图样	神器配方，可习得铸造#Y神器：大秦锋镝#W之法。#r附带吸血技能，适合丐帮弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	989	2005	-1	0
30302510	3	3	2	510	PeiFang_8	大秦锋镝图样	神器配方，可习得铸造#Y神器：大秦锋镝#W之法。#r附带减速技能，适合丐帮弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	990	2005	-1	0
30302511	3	3	2	511	PeiFang_9	大秦锋镝图样	神器配方，可习得铸造#Y神器：大秦锋镝#W之法。#r附带虚弱技能，适合丐帮弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	991	2005	-1	0
30302512	3	3	2	512	PeiFang_7	大汉弘纲图样	神器配方，可习得铸造#Y神器：大汉弘纲#W之法。#r附带吸血技能，适合天龙弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	992	2005	-1	0
30302513	3	3	2	513	PeiFang_8	大汉弘纲图样	神器配方，可习得铸造#Y神器：大汉弘纲#W之法。#r附带吸气技能，适合天龙弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	993	2005	-1	0
30302514	3	3	2	514	PeiFang_9	大汉弘纲图样	神器配方，可习得铸造#Y神器：大汉弘纲#W之法。#r附带虚弱技能，适合天龙弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	994	2005	-1	0
30302515	3	3	2	515	PeiFang_7	大晋星痕图样	神器配方，可习得铸造#Y神器：大晋星痕#W之法。#r附带吸血技能，适合星宿弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	995	2005	-1	0
30302516	3	3	2	516	PeiFang_8	大晋星痕图样	神器配方，可习得铸造#Y神器：大晋星痕#W之法。#r附带打怒技能，适合星宿弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	996	2005	-1	0
30302517	3	3	2	517	PeiFang_9	大晋星痕图样	神器配方，可习得铸造#Y神器：大晋星痕#W之法。#r附带虚弱技能，适合星宿弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	997	2005	-1	0
30302518	3	3	2	518	PeiFang_7	大隋凝霜图样	神器配方，可习得铸造#Y神器：大隋凝霜#W之法。#r附带吸血技能，适合天山弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	998	2005	-1	0
30302519	3	3	2	519	PeiFang_8	大隋凝霜图样	神器配方，可习得铸造#Y神器：大隋凝霜#W之法。#r附带减速技能，适合天山弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	999	2005	-1	0
30302520	3	3	2	520	PeiFang_9	大隋凝霜图样	神器配方，可习得铸造#Y神器：大隋凝霜#W之法。#r附带虚弱技能，适合天山弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1000	2005	-1	0
30302521	3	3	2	521	PeiFang_7	大唐昆岳图样	神器配方，可习得铸造#Y神器：大唐昆岳#W之法。#r附带吸血技能，适合少林弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1001	2005	-1	0
30302522	3	3	2	522	PeiFang_8	大唐昆岳图样	神器配方，可习得铸造#Y神器：大唐昆岳#W之法。#r附带减速技能，适合少林弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1002	2005	-1	0
30302523	3	3	2	523	PeiFang_9	大唐昆岳图样	神器配方，可习得铸造#Y神器：大唐昆岳#W之法。#r附带虚弱技能，适合少林弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1003	2005	-1	0
30302524	3	3	2	524	PeiFang_7	大宋君岑图样	神器配方，可习得铸造#Y神器：大宋君岑#W之法。#r附带吸血技能，适合逍遥弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1004	2005	-1	0
30302525	3	3	2	525	PeiFang_8	大宋君岑图样	神器配方，可习得铸造#Y神器：大宋君岑#W之法。#r附带吸气技能，适合逍遥弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1005	2005	-1	0
30302526	3	3	2	526	PeiFang_9	大宋君岑图样	神器配方，可习得铸造#Y神器：大宋君岑#W之法。#r附带虚弱技能，适合逍遥弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1006	2005	-1	0
30302527	3	3	2	527	PeiFang_1	寂灭幻佛腕配方	套装配方，可习得制作#Y寂灭幻佛腕#W之法。#r适合少林弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1007	2000	-1	0
30302528	3	3	2	528	PeiFang_1	焚仙天煞腕配方	套装配方，可习得制作#Y焚仙天煞腕#W之法。#r适合明教弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1008	2000	-1	0
30302529	3	3	2	529	PeiFang_1	啸天摧云腕配方	套装配方，可习得制作#Y啸天摧云腕#W之法。#r适合丐帮弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1009	2000	-1	0
30302530	3	3	2	530	PeiFang_1	诛魔封玄腕配方	套装配方，可习得制作#Y诛魔封玄腕#W之法。#r适合武当弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1010	2000	-1	0
30302531	3	3	2	531	PeiFang_1	碧神回心腕配方	套装配方，可习得制作#Y碧神回心腕#W之法。#r适合峨嵋弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1011	2000	-1	0
30302532	3	3	2	532	PeiFang_1	骨灵噬魂腕配方	套装配方，可习得制作#Y骨灵噬魂腕#W之法。#r适合星宿弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1012	2000	-1	0
30302533	3	3	2	533	PeiFang_1	天隐殛雷腕配方	套装配方，可习得制作#Y天隐殛雷腕#W之法。#r适合天山弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1013	2000	-1	0
30302534	3	3	2	534	PeiFang_1	仙逸神隐腕配方	套装配方，可习得制作#Y仙逸神隐腕#W之法。#r适合逍遥弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1014	2000	-1	0
30302535	3	3	2	535	PeiFang_1	乌日碧云腕配方	套装配方，可习得制作#Y乌日碧云腕#W之法。#r适合天龙弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1015	2000	-1	0
30302536	3	3	2	536	PeiFang_1	寂灭幻佛肩配方	套装配方，可习得制作#Y寂灭幻佛肩#W之法。#r适合少林弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1016	2000	-1	0
30302537	3	3	2	537	PeiFang_1	焚仙天煞肩配方	套装配方，可习得制作#Y焚仙天煞肩#W之法。#r适合明教弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1017	2000	-1	0
30302538	3	3	2	538	PeiFang_1	啸天摧云肩配方	套装配方，可习得制作#Y啸天摧云肩#W之法。#r适合丐帮弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1018	2000	-1	0
30302539	3	3	2	539	PeiFang_1	诛魔封玄肩配方	套装配方，可习得制作#Y诛魔封玄肩#W之法。#r适合武当弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1019	2000	-1	0
30302540	3	3	2	540	PeiFang_1	碧神回心肩配方	套装配方，可习得制作#Y碧神回心肩#W之法。#r适合峨嵋弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1020	2000	-1	0
30302541	3	3	2	541	PeiFang_1	骨灵噬魂肩配方	套装配方，可习得制作#Y骨灵噬魂肩#W之法。#r适合星宿弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1021	2000	-1	0
30302542	3	3	2	542	PeiFang_1	天隐殛雷肩配方	套装配方，可习得制作#Y天隐殛雷肩#W之法。#r适合天山弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1022	2000	-1	0
30302543	3	3	2	543	PeiFang_1	仙逸神隐肩配方	套装配方，可习得制作#Y仙逸神隐肩#W之法。#r适合逍遥弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1023	2000	-1	0
30302544	3	3	2	544	PeiFang_1	乌日碧云肩配方	套装配方，可习得制作#Y乌日碧云肩#W之法。#r适合天龙弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1024	2000	-1	0
30302545	3	3	2	545	PeiFang_1	寂灭腰环配方	套装配方，可习得制作#Y寂灭腰环#W之法。#r适合少林弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1025	2000	-1	0
30302546	3	3	2	546	PeiFang_1	焚仙腰环配方	套装配方，可习得制作#Y焚仙腰环#W之法。#r适合明教弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1026	2000	-1	0
30302547	3	3	2	547	PeiFang_1	啸天腰环配方	套装配方，可习得制作#Y啸天腰环#W之法。#r适合丐帮弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1027	2000	-1	0
30302548	3	3	2	548	PeiFang_1	诛魔腰环配方	套装配方，可习得制作#Y诛魔腰环#W之法。#r适合武当弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1028	2000	-1	0
30302549	3	3	2	549	PeiFang_1	碧神腰环配方	套装配方，可习得制作#Y碧神腰环#W之法。#r适合峨嵋弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1029	2000	-1	0
30302550	3	3	2	550	PeiFang_1	骨灵腰环配方	套装配方，可习得制作#Y骨灵腰环#W之法。#r适合星宿弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1030	2000	-1	0
30302551	3	3	2	551	PeiFang_1	天隐腰环配方	套装配方，可习得制作#Y天隐腰环#W之法。#r适合天山弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1031	2000	-1	0
30302552	3	3	2	552	PeiFang_1	仙逸腰环配方	套装配方，可习得制作#Y仙逸腰环#W之法。#r适合逍遥弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1032	2000	-1	0
30302553	3	3	2	553	PeiFang_1	乌日腰环配方	套装配方，可习得制作#Y乌日腰环#W之法。#r适合天龙弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1033	2000	-1	0
30302554	3	3	2	554	PeiFang_1	寂灭佛戒配方	套装配方，可习得制作#Y寂灭佛戒#W之法。#r适合少林弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1034	2000	-1	0
30302555	3	3	2	555	PeiFang_1	焚仙之星配方	套装配方，可习得制作#Y焚仙之星#W之法。#r适合明教弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1035	2000	-1	0
30302556	3	3	2	556	PeiFang_1	啸天护戒配方	套装配方，可习得制作#Y啸天护戒#W之法。#r适合丐帮弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1036	2000	-1	0
30302557	3	3	2	557	PeiFang_1	诛魔玄戒配方	套装配方，可习得制作#Y诛魔玄戒#W之法。#r适合武当弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1037	2000	-1	0
30302558	3	3	2	558	PeiFang_1	碧神指环配方	套装配方，可习得制作#Y碧神指环#W之法。#r适合峨嵋弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1038	2000	-1	0
30302559	3	3	2	559	PeiFang_1	骨灵法魂配方	套装配方，可习得制作#Y骨灵法魂#W之法。#r适合星宿弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1039	2000	-1	0
30302560	3	3	2	560	PeiFang_1	天隐指环配方	套装配方，可习得制作#Y天隐指环#W之法。#r适合天山弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1040	2000	-1	0		
30302561	3	3	2	561	PeiFang_1	仙逸法戒配方	套装配方，可习得制作#Y仙逸法戒#W之法。#r适合逍遥弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1041	2000	-1	0		
30302562	3	3	2	562	PeiFang_1	乌日指环配方	套装配方，可习得制作#Y乌日指环#W之法。#r适合天龙弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1042	2000	-1	0		
30302563	3	3	2	563	PeiFang_1	寂灭护符配方	套装配方，可习得制作#Y寂灭护符#W之法。#r适合少林弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1043	2000	-1	0		
30302564	3	3	2	564	PeiFang_1	焚仙之辰配方	套装配方，可习得制作#Y焚仙之辰#W之法。#r适合明教弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1044	2000	-1	0		
30302565	3	3	2	565	PeiFang_1	啸天法符配方	套装配方，可习得制作#Y啸天法符#W之法。#r适合丐帮弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1045	2000	-1	0		
30302566	3	3	2	566	PeiFang_1	诛魔玄符配方	套装配方，可习得制作#Y诛魔玄符#W之法。#r适合武当弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1046	2000	-1	0		
30302567	3	3	2	567	PeiFang_1	碧神护符配方	套装配方，可习得制作#Y碧神护符#W之法。#r适合峨嵋弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1047	2000	-1	0		
30302568	3	3	2	568	PeiFang_1	骨灵残魄配方	套装配方，可习得制作#Y骨灵残魄#W之法。#r适合星宿弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1048	2000	-1	0		
30302569	3	3	2	569	PeiFang_1	天隐护符配方	套装配方，可习得制作#Y天隐护符#W之法。#r适合天山弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1049	2000	-1	0		
30302570	3	3	2	570	PeiFang_1	仙逸法符配方	套装配方，可习得制作#Y仙逸法符#W之法。#r适合逍遥弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1050	2000	-1	0		
30302571	3	3	2	571	PeiFang_1	乌日护符配方	套装配方，可习得制作#Y乌日护符#W之法。#r适合天龙弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1051	2000	-1	0		
30302572	3	3	2	572	PeiFang_1	太公钓图样	学习制作传说中的“太公钓”	1	1000	400	1	1	713501	55	1	4	1	-1	4	配方	1	1076	2000	-1	0		
30302573	3	3	2	573	PeiFang_7	大燕韵章图样	神器配方，可习得铸造#Y神器：大燕韵章#W之法。#r附带吸血技能，适合慕容弟子学习。#r#c00FF00（右键点击即可学习）  	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1115	2005	-1	0	0	1
30302574	3	3	2	574	PeiFang_8	大燕韵章图样	神器配方，可习得铸造#Y神器：大燕韵章#W之法。#r附带虚弱技能，适合慕容弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1116	2005	-1	0	0	1
30302575	3	3	2	575	PeiFang_9	大燕韵章图样	神器配方，可习得铸造#Y神器：大燕韵章#W之法。#r附带破绽技能，适合慕容弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1117	2005	-1	0	0	1
30302576	3	3	2	576	PeiFang_1	斗转异互腕配方	套装配方，可习得制作#Y斗转异互腕#W之法。#r适合慕容弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1118	2000	-1	0	0	1
30302577	3	3	2	577	PeiFang_1	斗转异互肩配方	套装配方，可习得制作#Y斗转异互肩#W之法。#r适合慕容弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1119	2000	-1	0	0	1
30302578	3	3	2	578	PeiFang_1	斗转异互腰配方	套装配方，可习得制作#Y斗转异互腰#W之法。#r适合慕容弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1120	2000	-1	0	0	1
30302579	3	3	2	579	PeiFang_1	斗转异互戒配方	套装配方，可习得制作#Y斗转异互戒#W之法。#r适合慕容弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1121	2000	-1	0	0	1
30302580	3	3	2	580	PeiFang_1	斗转异互符配方	套装配方，可习得制作#Y斗转异互符#W之法。#r适合慕容弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	6	1	-1	4	配方	1	1122	2000	-1	0	0	1
30302581	3	3	2	581	PeiFang_1	紫阳绝翎图样	神器配方，可习得铸造#Y神器：紫阳绝翎弩#W之法。#r#c00FF00（右键点击即可学习）	1	4	1	3	1	713501	55	1	4	1	-1	4	配方	1	1242	2005	-1	0	0	1
30302582	3	3	2	582	PeiFang_7	大梁辟天图样	神器配方，可习得铸造#Y神器：大梁辟天#W之法。#r附带破绽技能，适合唐门弟子学习。#r#c00FF00（右键点击即可学习）  	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1243	2005	-1	0	0	1
30302583	3	3	2	583	PeiFang_8	大梁辟天图样	神器配方，可习得铸造#Y神器：大梁辟天#W之法。#r附带减速技能，适合唐门弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1244	2005	-1	0	0	1
30302584	3	3	2	584	PeiFang_9	大梁辟天图样	神器配方，可习得铸造#Y神器：大梁辟天#W之法。#r附带吸血技能，适合唐门弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	3	1	713501	55	1	4	1	-1	4	配方	1	1245	2005	-1	0	0	1
30302585	3	3	2	585	PeiFang_1	羲和神玄腕配方	套装配方，可习得制作#Y羲和神玄腕#W之法。#r适合唐门弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1246	2000	-1	0	0	1
30302586	3	3	2	586	PeiFang_1	羲和神玄肩配方	套装配方，可习得制作#Y羲和神玄肩#W之法。#r适合唐门弟子学习。#r#c00FF00（右键点击即可学习）	1	20000	5000	1	1	713501	55	1	5	1	-1	4	配方	1	1247	2000	-1	0	0	1
